Series Name,Country Name,Country Code,Year,Value
GDP per capita (constant 2010 US$),Low & middle income,LMY,2011,3770.39486222395
GDP per capita (constant 2010 US$),Low income,LIC,2011,836.77111100127
GDP per capita (constant 2010 US$),Lower middle income,LMC,2011,1738.41933956082
GDP per capita (constant 2010 US$),Middle East & North Africa,MEA,2011,6967.98338442406
GDP per capita (constant 2010 US$),Middle East & North Africa (excluding high income),MNA,2011,3853.67189094106
GDP per capita (constant 2010 US$),Middle East & North Africa (IDA & IBRD),TMN,2011,3861.82073628496
GDP per capita (constant 2010 US$),Middle income,MIC,2011,4061.63870193021
GDP per capita (constant 2010 US$),North America,NAC,2011,52279.2617406189
GDP per capita (constant 2010 US$),OECD members,OED,2011,33984.4623151559
GDP per capita (constant 2010 US$),Other small states,OSS,2011,11913.653012564
GDP per capita (constant 2010 US$),Pacific island small states,PSS,2011,3477.67663796933
GDP per capita (constant 2010 US$),Post-demographic dividend,PST,2011,38699.730635142
GDP per capita (constant 2010 US$),Pre-demographic dividend,PRE,2011,1479.01209871783
GDP per capita (constant 2010 US$),Small states,SST,2011,11005.8915848576
GDP per capita (constant 2010 US$),South Asia,SAS,2011,1267.21978197553
GDP per capita (constant 2010 US$),South Asia (IDA & IBRD),TSA,2011,1267.21978197553
GDP per capita (constant 2010 US$),Sub-Saharan Africa,SSF,2011,1615.93295015108
GDP per capita (constant 2010 US$),Sub-Saharan Africa (excluding high income),SSA,2011,1614.72967711047
GDP per capita (constant 2010 US$),Sub-Saharan Africa (IDA & IBRD),TSS,2011,1615.93295015108
GDP per capita (constant 2010 US$),Upper middle income,UMC,2011,6508.87922154287
GDP per capita (constant 2010 US$),World,WLD,2011,9516.0665295432
"Government expenditure on education, total (% of GDP)",Africa Eastern and Southern,AFE,2012,4.93121004104614
"Government expenditure on education, total (% of GDP)",Africa Western and Central,AFW,2012,2.88159990310669
"Government expenditure on education, total (% of GDP)",Arab World,ARB,2012,4.12477493286132
"Government expenditure on education, total (% of GDP)",Caribbean small states,CSS,2012,4.37114381790161
"Government expenditure on education, total (% of GDP)",Central Europe and the Baltics,CEB,2012,4.71772003173828
"Government expenditure on education, total (% of GDP)",Early-demographic dividend,EAR,2012,4.40412497520446
"Government expenditure on education, total (% of GDP)",East Asia & Pacific,EAS,2012,3.64741992950439
"Government expenditure on education, total (% of GDP)",East Asia & Pacific (excluding high income),EAP,2012,3.77050626277923
"Government expenditure on education, total (% of GDP)",East Asia & Pacific (IDA & IBRD),TEA,2012,3.77050626277923
"Government expenditure on education, total (% of GDP)",Euro area,EMU,2012,5.17981505393982
"Government expenditure on education, total (% of GDP)",Europe & Central Asia,ECS,2012,4.88011002540589
"Government expenditure on education, total (% of GDP)",Europe & Central Asia (excluding high income),ECA,2012,3.95983362197876
"Government expenditure on education, total (% of GDP)",Europe & Central Asia (IDA & IBRD),TEC,2012,4.01803016662598
"Government expenditure on education, total (% of GDP)",European Union,EUU,2012,4.93892502784729
"Government expenditure on education, total (% of GDP)",Fragile and conflict affected situations,FCS,2012,3.3331550359726
"Government expenditure on education, total (% of GDP)",Heavily indebted poor countries (HIPC),HPC,2012,3.3106449842453
"Government expenditure on education, total (% of GDP)",High income,HIC,2012,4.86667013168335
"Government expenditure on education, total (% of GDP)",IBRD only,IBD,2012,4.16420984268188
"Government expenditure on education, total (% of GDP)",IDA & IBRD total,IBT,2012,3.70372116565705
"Government expenditure on education, total (% of GDP)",IDA blend,IDB,2012,4.93121004104614
"Government expenditure on education, total (% of GDP)",IDA only,IDX,2012,3.3106449842453
"Government expenditure on education, total (% of GDP)",IDA total,IDA,2012,3.4344699382782
"Government expenditure on education, total (% of GDP)",Late-demographic dividend,LTE,2012,4.16420984268188
"Government expenditure on education, total (% of GDP)",Latin America & Caribbean,LCN,2012,4.64307022094727
"Government expenditure on education, total (% of GDP)",Latin America & Caribbean (excluding high income),LAC,2012,5.22446489334107
"Government expenditure on education, total (% of GDP)",Latin America & Caribbean (IDA & IBRD),TLA,2012,4.59238719940186
"Government expenditure on education, total (% of GDP)",Least developed countries: UN classification,LDC,2012,2.98175537586212
"Government expenditure on education, total (% of GDP)",Low & middle income,LMY,2012,3.70372116565705
"Government expenditure on education, total (% of GDP)",Low income,LIC,2012,2.75958490371704
"Government expenditure on education, total (% of GDP)",Lower middle income,LMC,2012,4.05141425132751
"Government expenditure on education, total (% of GDP)",Middle East & North Africa,MEA,2012,4.74210977554321
"Government expenditure on education, total (% of GDP)",Middle East & North Africa (excluding high income),MNA,2012,5.10344982147217
"Government expenditure on education, total (% of GDP)",Middle East & North Africa (IDA & IBRD),TMN,2012,5.46478986740112
"Government expenditure on education, total (% of GDP)",Middle income,MIC,2012,4.05141425132751
"Government expenditure on education, total (% of GDP)",North America,NAC,2012,5.47323679924011
"Government expenditure on education, total (% of GDP)",OECD members,OED,2012,4.93892502784729
"Government expenditure on education, total (% of GDP)",Other small states,OSS,2012,4.71772003173828
"Government expenditure on education, total (% of GDP)",Post-demographic dividend,PST,2012,4.95964002609253
"Government expenditure on education, total (% of GDP)",Pre-demographic dividend,PRE,2012,2.88159990310669
"Government expenditure on education, total (% of GDP)",Small states,SST,2012,4.71772003173828
"Government expenditure on education, total (% of GDP)",South Asia,SAS,2012,2.37023997306824
"Government expenditure on education, total (% of GDP)",South Asia (IDA & IBRD),TSA,2012,2.37023997306824
"Government expenditure on education, total (% of GDP)",Sub-Saharan Africa,SSF,2012,3.45361495018006
"Government expenditure on education, total (% of GDP)",Sub-Saharan Africa (excluding high income),SSA,2012,3.45361495018006
"Government expenditure on education, total (% of GDP)",Sub-Saharan Africa (IDA & IBRD),TSS,2012,3.45361495018006
"Government expenditure on education, total (% of GDP)",Upper middle income,UMC,2012,4.05415201187134
"Government expenditure on education, total (% of GDP)",World,WLD,2012,4.22964286804199
"Government expenditure per student, secondary (% of GDP per capita)",Central Europe and the Baltics,CEB,2012,20.722375
"Government expenditure per student, secondary (% of GDP per capita)",Euro area,EMU,2012,25.94711
"Government expenditure per student, secondary (% of GDP per capita)",Europe & Central Asia,ECS,2012,25.26151
"Government expenditure per student, secondary (% of GDP per capita)",European Union,EUU,2012,24.41199
"Government expenditure per student, secondary (% of GDP per capita)",High income,HIC,2012,23.04534
"Government expenditure per student, secondary (% of GDP per capita)",Latin America & Caribbean,LCN,2012,13.49473
"Government expenditure per student, secondary (% of GDP per capita)",Latin America & Caribbean (excluding high income),LAC,2012,12.3136
"Government expenditure per student, secondary (% of GDP per capita)",Latin America & Caribbean (IDA & IBRD),TLA,2012,13.49473
"Government expenditure per student, secondary (% of GDP per capita)",North America,NAC,2012,22.76782
"Government expenditure per student, secondary (% of GDP per capita)",OECD members,OED,2012,23.04534
"Government expenditure per student, secondary (% of GDP per capita)",Post-demographic dividend,PST,2012,24.1497
"Government expenditure per student, secondary (% of GDP per capita)",South Asia,SAS,2012,10.41856
"Government expenditure per student, secondary (% of GDP per capita)",South Asia (IDA & IBRD),TSA,2012,10.41856
"Government expenditure per student, primary (% of GDP per capita)",Africa Western and Central,AFW,2012,12.891175
"Government expenditure per student, primary (% of GDP per capita)",Caribbean small states,CSS,2012,22.68455
"Government expenditure per student, primary (% of GDP per capita)",Central Europe and the Baltics,CEB,2012,19.293605
"Government expenditure per student, primary (% of GDP per capita)",East Asia & Pacific,EAS,2012,12.83716
"Government expenditure per student, primary (% of GDP per capita)",East Asia & Pacific (excluding high income),EAP,2012,11.00235
"Government expenditure per student, primary (% of GDP per capita)",East Asia & Pacific (IDA & IBRD),TEA,2012,11.00235
"Government expenditure per student, primary (% of GDP per capita)",Euro area,EMU,2012,20.41177
"Government expenditure per student, primary (% of GDP per capita)",Europe & Central Asia,ECS,2012,19.70147
"Government expenditure per student, primary (% of GDP per capita)",European Union,EUU,2012,20.05662
"Government expenditure per student, primary (% of GDP per capita)",Heavily indebted poor countries (HIPC),HPC,2012,10.07795
"Government expenditure per student, primary (% of GDP per capita)",High income,HIC,2012,20.05662
"Government expenditure per student, primary (% of GDP per capita)",IBRD only,IBD,2012,13.90573
"Government expenditure per student, primary (% of GDP per capita)",IDA & IBRD total,IBT,2012,11.53084
"Government expenditure per student, primary (% of GDP per capita)",IDA only,IDX,2012,10.07795
"Government expenditure per student, primary (% of GDP per capita)",IDA total,IDA,2012,10.07795
"Government expenditure per student, primary (% of GDP per capita)",Late-demographic dividend,LTE,2012,18.54038
"Government expenditure per student, primary (% of GDP per capita)",Latin America & Caribbean,LCN,2012,13.90573
"Government expenditure per student, primary (% of GDP per capita)",Latin America & Caribbean (excluding high income),LAC,2012,12.71648
"Government expenditure per student, primary (% of GDP per capita)",Latin America & Caribbean (IDA & IBRD),TLA,2012,13.90573
"Government expenditure per student, primary (% of GDP per capita)",Least developed countries: UN classification,LDC,2012,8.614915
"Government expenditure per student, primary (% of GDP per capita)",Low & middle income,LMY,2012,11.52723
"Government expenditure per student, primary (% of GDP per capita)",Low income,LIC,2012,10.07795
"Government expenditure per student, primary (% of GDP per capita)",North America,NAC,2012,20.5226
"Government expenditure per student, primary (% of GDP per capita)",OECD members,OED,2012,20.05662
"Government expenditure per student, primary (% of GDP per capita)",Post-demographic dividend,PST,2012,20.05662
"Government expenditure per student, primary (% of GDP per capita)",Pre-demographic dividend,PRE,2012,10.088385
"Government expenditure per student, primary (% of GDP per capita)",South Asia,SAS,2012,8.86259
"Government expenditure per student, primary (% of GDP per capita)",South Asia (IDA & IBRD),TSA,2012,8.86259
"Government expenditure per student, primary (% of GDP per capita)",Sub-Saharan Africa,SSF,2012,11.14255
"Government expenditure per student, primary (% of GDP per capita)",Sub-Saharan Africa (excluding high income),SSA,2012,11.14255
"Government expenditure per student, primary (% of GDP per capita)",Sub-Saharan Africa (IDA & IBRD),TSS,2012,11.14255
"Government expenditure per student, primary (% of GDP per capita)",Upper middle income,UMC,2012,13.59129
"Government expenditure per student, primary (% of GDP per capita)",World,WLD,2012,14.86019
"Literacy rate, adult male (% of males ages 15 and above)",Africa Eastern and Southern,AFE,2012,75.6544723510742
"Literacy rate, adult male (% of males ages 15 and above)",Africa Western and Central,AFW,2012,62.2226295471191
"Literacy rate, adult male (% of males ages 15 and above)",Arab World,ARB,2012,83.6150817871094
"Literacy rate, adult male (% of males ages 15 and above)",Early-demographic dividend,EAR,2012,82.5437698364258
"Literacy rate, adult male (% of males ages 15 and above)",East Asia & Pacific,EAS,2012,96.2736206054688
"Literacy rate, adult male (% of males ages 15 and above)",East Asia & Pacific (excluding high income),EAP,2012,96.6564712524414
"Literacy rate, adult male (% of males ages 15 and above)",East Asia & Pacific (IDA & IBRD),TEA,2012,96.6160888671875
"Literacy rate, adult male (% of males ages 15 and above)",Europe & Central Asia,ECS,2012,98.6158065795898
"Literacy rate, adult male (% of males ages 15 and above)",Europe & Central Asia (excluding high income),ECA,2012,99.4470062255859
"Literacy rate, adult male (% of males ages 15 and above)",Europe & Central Asia (IDA & IBRD),TEC,2012,99.4572677612305
"Literacy rate, adult male (% of males ages 15 and above)",Fragile and conflict affected situations,FCS,2012,71.7005081176758
"Literacy rate, adult male (% of males ages 15 and above)",Heavily indebted poor countries (HIPC),HPC,2012,67.0329284667969
"Literacy rate, adult male (% of males ages 15 and above)",IBRD only,IBD,2012,91.4562225341797
"Literacy rate, adult male (% of males ages 15 and above)",IDA & IBRD total,IBT,2012,87.109992980957
"Literacy rate, adult male (% of males ages 15 and above)",IDA blend,IDB,2012,73.1303024291992
"Literacy rate, adult male (% of males ages 15 and above)",IDA only,IDX,2012,68.3551788330078
"Literacy rate, adult male (% of males ages 15 and above)",IDA total,IDA,2012,69.9773101806641
"Literacy rate, adult male (% of males ages 15 and above)",Late-demographic dividend,LTE,2012,96.8551712036133
"Literacy rate, adult male (% of males ages 15 and above)",Latin America & Caribbean,LCN,2012,92.912467956543
"Literacy rate, adult male (% of males ages 15 and above)",Latin America & Caribbean (excluding high income),LAC,2012,92.6158218383789
"Literacy rate, adult male (% of males ages 15 and above)",Latin America & Caribbean (IDA & IBRD),TLA,2012,92.7675018310547
"Literacy rate, adult male (% of males ages 15 and above)",Least developed countries: UN classification,LDC,2012,66.3956298828125
"Literacy rate, adult male (% of males ages 15 and above)",Low & middle income,LMY,2012,86.966667175293
